ID,WP Module,Data items,Units,City/Pilot,Stream,{Sensor},Zaanstad csv NPO Description
384,De-centralized data,Setpoint adjustment D3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_D3_03,temperature_setpoint_D3_03,Setpointverstelling D3.03
385,De-centralized data,Setpoint adjustment D3.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_D3_04,temperature_setpoint_D3_04,Setpointverstelling D3.04
386,De-centralized data,Setpoint adjustment D4.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_D4_03,temperature_setpoint_D4_03,Setpointverstelling D4.03
387,De-centralized data,Setpoint adjustment D4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_D4_04,temperature_setpoint_D4_04,Setpointverstelling D4.04
388,De-centralized data,Setpoint adjustment E0.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_E0_04,temperature_setpoint_E0_04,Setpointverstelling E0.04
389,De-centralized data,Setpoint adjustment E1.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_E1_04,temperature_setpoint_E1_04,Setpointverstelling E1.04
390,De-centralized data,Setpoint adjustment E3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_E3_03,temperature_setpoint_E3_03,Setpointverstelling E3.03
391,De-centralized data,Setpoint adjustment E3.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_E3_04,temperature_setpoint_E3_04,Setpointverstelling E3.04
392,De-centralized data,Setpoint adjustment E4.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_E4_03,temperature_setpoint_E4_03,Setpointverstelling E4.03
393,De-centralized data,Setpoint adjustment E4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_E4_04,temperature_setpoint_E4_04,Setpointverstelling E4.04
394,De-centralized data,Set point adjustment F0.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_F0_03,temperature_setpoint_F0_03,Setpointverstelling F0.03
395,De-centralized data,Set point adjustment F1.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_F1_03,temperature_setpoint_F1_03,Setpointverstelling F1.03
396,De-centralized data,Set point adjustment F1.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_F1_04,temperature_setpoint_F1_04,Setpointverstelling F1.04
397,De-centralized data,Set point adjustment F2.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_F2_03,temperature_setpoint_F2_03,Setpointverstelling F2.03
398,De-centralized data,Set point adjustment F2.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_F2_04,temperature_setpoint_F2_04,Setpointverstelling F2.04
399,De-centralized data,Set point adjustment F3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_F3_03,temperature_setpoint_F3_03,Setpointverstelling F3.03
400,De-centralized data,Set point adjustment F4.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_F4_03,temperature_setpoint_F4_03,Setpointverstelling F4.03
401,De-centralized data,Set point adjustment F4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_F4_04,temperature_setpoint_F4_04,Setpointverstelling F4.04
402,De-centralized data,Setpoint adjustment G1.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_G1_03,temperature_setpoint_G1_03,Setpointverstelling G1.03
403,De-centralized data,Setpoint adjustment G1.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_G1_04,temperature_setpoint_G1_04,Setpointverstelling G1.04
404,De-centralized data,Setpoint adjustment G2.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_G2_03,temperature_setpoint_G2_03,Setpointverstelling G2.03
405,De-centralized data,Setpoint adjustment G2.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_G2_04,temperature_setpoint_G2_04,Setpointverstelling G2.04
406,De-centralized data,Setpoint adjustment G3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_G3_03,temperature_setpoint_G3_03,Setpointverstelling G3.03
407,De-centralized data,Setpoint adjustment G3.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_G3_04,temperature_setpoint_G3_04,Setpointverstelling G3.04
408,De-centralized data,Setpoint adjustment G4.04,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_G4_04,temperature_setpoint_G4_04,Setpointverstelling G4.04
409,De-centralized data,Setpoint adjustment H0.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H0_03,temperature_setpoint_H0_03,Setpointverstelling H0.03
410,De-centralized data,Setpoint adjustment H1.02,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H1_02,temperature_setpoint_H1_02,Setpointverstelling H1.02
411,De-centralized data,Setpoint adjustment H1.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H1_03,temperature_setpoint_H1_03,Setpointverstelling H1.03
412,De-centralized data,Setpoint adjustment H2.02,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H2_02,temperature_setpoint_H2_02,Setpointverstelling H2.02
413,De-centralized data,Setpoint adjustment H2.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H2_03,temperature_setpoint_H2_03,Setpointverstelling H2.03
414,De-centralized data,Setpoint adjustment H3.02,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H3_02,temperature_setpoint_H3_02,Setpointverstelling H3.02
415,De-centralized data,Setpoint adjustment H3.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H3_03,temperature_setpoint_H3_03,Setpointverstelling H3.03
416,De-centralized data,Setpoint adjustment H4.02,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H4_02,temperature_setpoint_H4_02,Setpointverstelling H4.02
417,De-centralized data,Setpoint adjustment H4.03,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_setpoint_H4_03,temperature_setpoint_H4_03,Setpointverstelling H4.03
418,De-centralized data,Wind direction station,degree,Zaanstad - Town hall,zaanstad_townhall_bms_wind_direction,wind_direction,Wind richting weerstation
419,De-centralized data,Wind speed station,m/s,Zaanstad - Town hall,zaanstad_townhall_bms_wind_speed,wind_speed,Wind snelheid weerstation
420,De-centralized data,Groundwatersource incomming temp building,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_groundwatersource_buildingincomming,temperature_groundwatersource_buildingincomming,WKO Aanvoer temperatuur gebouw
421,De-centralized data,Groundwatersource flow source,,Zaanstad - Town hall,zaanstad_townhall_bms_groundwatersource_sourceflow,groundwatersource_sourceflow,WKO Flow bron
422,De-centralized data,Groundwatersource flow building,,Zaanstad - Town hall,zaanstad_townhall_bms_groundwatersource_buidlingflow,groundwatersource_buidlingflow,WKO Flow gebouwcircuit
423,De-centralized data,Groundwatersource Temperature cold source TSA 1,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_groundwatersource_coldsource_TSA1,temperature_groundwatersource_coldsource_TSA1,WKO Temperatuur koudebron TSA 1
424,De-centralized data,Groundwatersource Temperature hot source TSA2,C,Zaanstad - Town hall,zaanstad_townhall_bms_temperature_groundwatersource_hotsource_TSA2,temperature_groundwatersource_hotsource_TSA2,WKO Temperatuur warmebron TSA2
